Time         Phi1         Phi2         Phi3         Phi4         
6.5582e-4    -3.5760      -3.5758      -3.1112      -0.0426      
6.5585e-4    -3.5937      -3.5935      -3.1282      -0.0426      
6.5586e-4    -3.6047      -3.6045      -3.1389      -0.0425      
6.5590e-4    -3.6268      -3.6265      -3.1604      -0.0420      
6.5594e-4    -3.6488      -3.6486      -3.1821      -0.0412      
6.5598e-4    -3.6708      -3.6706      -3.2038      -0.0403      
6.5602e-4    -3.6983      -3.6981      -3.2310      -0.0390      
6.5607e-4    -3.7258      -3.7255      -3.2583      -0.0375      
6.5613e-4    -3.7600      -3.7598      -3.2925      -0.0356      
6.5619e-4    -3.7943      -3.7940      -3.3267      -0.0336      
6.5626e-4    -3.8370      -3.8367      -3.3694      -0.0311      
6.5634e-4    -3.8796      -3.8794      -3.4121      -0.0287      
6.5643e-4    -3.9328      -3.9325      -3.4655      -0.0259      
6.5652e-4    -3.9858      -3.9856      -3.5187      -0.0232      
6.5666e-4    -4.0651      -4.0649      -3.5982      -0.0197      
6.5680e-4    -4.1441      -4.1439      -3.6775      -0.0166      
6.5700e-4    -4.2621      -4.2618      -3.7957      -0.0128      
6.5716e-4    -4.3500      -4.3497      -3.8840      -0.0104      
6.5731e-4    -4.4376      -4.4373      -3.9717      -0.0085      
6.5762e-4    -4.6114      -4.6111      -4.1460      -0.0054      
6.5793e-4    -4.7835      -4.7832      -4.3185      -0.0032      
6.5832e-4    -4.9961      -4.9957      -4.5315      -0.0014      
6.5871e-4    -5.2057      -5.2053      -4.7415      -1.8702e-4   
6.5929e-4    -5.5142      -5.5138      -5.0507      9.3395e-4    
6.5987e-4    -5.8154      -5.8149      -5.3525      0.0015       
6.6060e-4    -6.1809      -6.1804      -5.7189      0.0020       
6.6105e-4    -6.4028      -6.4023      -5.9415      0.0021       
6.6151e-4    -6.6195      -6.6190      -6.1588      0.0023       
6.6196e-4    -6.8308      -6.8303      -6.3708      0.0024       
6.6242e-4    -7.0365      -7.0360      -6.5773      0.0025       
6.6287e-4    -7.2365      -7.2360      -6.7780      0.0026       
6.6333e-4    -7.4307      -7.4300      -6.9729      0.0027       
6.6378e-4    -7.6187      -7.6181      -7.1618      0.0028       
6.6424e-4    -7.8005      -7.7999      -7.3446      0.0028       
6.6469e-4    -7.9760      -7.9753      -7.5210      0.0029       
6.6514e-4    -8.1450      -8.1443      -7.6910      0.0030       
6.6560e-4    -8.3073      -8.3066      -7.8544      0.0031       
6.6605e-4    -8.4629      -8.4621      -8.0111      0.0031       
6.6696e-4    -8.7531      -8.7524      -8.3039      0.0032       
6.6742e-4    -8.8876      -8.8869      -8.4398      0.0033       
6.6810e-4    -9.0757      -9.0750      -8.6302      0.0034       
6.6861e-4    -9.2059      -9.2052      -8.7623      0.0034       
6.6925e-4    -9.3553      -9.3545      -8.9142      0.0035       
6.6957e-4    -9.4243      -9.4235      -8.9847      0.0035       
6.6989e-4    -9.4896      -9.4888      -9.0514      0.0035       
6.7053e-4    -9.6085      -9.6077      -9.1737      0.0036       
6.7085e-4    -9.6622      -9.6614      -9.2292      0.0036       
6.7133e-4    -9.7354      -9.7346      -9.3054      0.0036       
6.7157e-4    -9.7687      -9.7679      -9.3403      0.0036       
6.7181e-4    -9.7998      -9.7990      -9.3731      0.0036       
6.7205e-4    -9.8287      -9.8279      -9.4038      0.0036       
6.7228e-4    -9.8553      -9.8545      -9.4325      0.0036       
6.7246e-4    -9.8738      -9.8730      -9.4526      0.0036       
6.7264e-4    -9.8911      -9.8903      -9.4715      0.0036       
6.7282e-4    -9.9071      -9.9063      -9.4892      0.0036       
6.7300e-4    -9.9218      -9.9210      -9.5058      0.0036       
6.7327e-4    -9.9415      -9.9407      -9.5286      0.0036       
6.7341e-4    -9.9503      -9.9495      -9.5391      0.0035       
6.7354e-4    -9.9584      -9.9576      -9.5489      0.0035       
6.7368e-4    -9.9657      -9.9649      -9.5581      0.0035       
6.7381e-4    -9.9724      -9.9716      -9.5667      0.0035       
6.7395e-4    -9.9783      -9.9775      -9.5747      0.0034       
6.7408e-4    -9.9835      -9.9827      -9.5821      0.0034       
6.7428e-4    -9.9900      -9.9892      -9.5921      0.0033       
6.7439e-4    -9.9926      -9.9918      -9.5967      0.0033       
6.7449e-4    -9.9949      -9.9940      -9.6009      0.0033       
6.7459e-4    -9.9967      -9.9959      -9.6049      0.0032       
6.7469e-4    -9.9981      -9.9973      -9.6085      0.0032       
6.7479e-4    -9.9991      -9.9983      -9.6119      0.0031       
6.7489e-4    -9.9997      -9.9989      -9.6150      0.0031       
6.7504e-4    -9.9999      -9.9991      -9.6192      0.0030       
6.7519e-4    -9.9992      -9.9984      -9.6229      0.0029       
6.7535e-4    -9.9975      -9.9967      -9.6261      0.0028       
6.7542e-4    -9.9964      -9.9956      -9.6275      0.0027       
6.7550e-4    -9.9950      -9.9942      -9.6288      0.0026       
6.7565e-4    -9.9915      -9.9907      -9.6311      0.0025       
6.7573e-4    -9.9894      -9.9886      -9.6321      0.0024       
6.7580e-4    -9.9871      -9.9863      -9.6330      0.0024       
6.7595e-4    -9.9818      -9.9811      -9.6346      0.0022       
6.7603e-4    -9.9789      -9.9781      -9.6353      0.0021       
6.7610e-4    -9.9757      -9.9749      -9.6359      0.0020       
6.7626e-4    -9.9686      -9.9678      -9.6370      0.0019       
6.7641e-4    -9.9606      -9.9598      -9.6379      0.0017       
6.7656e-4    -9.9517      -9.9509      -9.6387      0.0016       
6.7671e-4    -9.9419      -9.9411      -9.6393      0.0014       
6.7686e-4    -9.9312      -9.9304      -9.6398      0.0012       
6.7705e-4    -9.9165      -9.9157      -9.6403      0.0011       
6.7724e-4    -9.9005      -9.8997      -9.6407      9.7781e-4    
6.7743e-4    -9.8830      -9.8822      -9.6410      8.4668e-4    
6.7767e-4    -9.8592      -9.8584      -9.6412      7.0991e-4    
6.7796e-4    -9.8264      -9.8256      -9.6413      5.7683e-4    
6.7841e-4    -9.7707      -9.7700      -9.6410      4.3971e-4    
6.7863e-4    -9.7401      -9.7393      -9.6407      3.9362e-4    
6.7880e-4    -9.7158      -9.7151      -9.6404      3.6632e-4    
6.7892e-4    -9.6970      -9.6962      -9.6401      3.4917e-4    
6.7905e-4    -9.6775      -9.6767      -9.6398      3.3462e-4    
6.7924e-4    -9.6471      -9.6464      -9.6393      3.1672e-4    
6.7933e-4    -9.6315      -9.6307      -9.6390      3.0945e-4    
6.7942e-4    -9.6155      -9.6147      -9.6387      3.0306e-4    
6.7961e-4    -9.5824      -9.5817      -9.6379      2.9280e-4    
6.7980e-4    -9.5481      -9.5474      -9.6371      2.8532e-4    
6.8003e-4    -9.5033      -9.5026      -9.6360      2.7925e-4    
6.8027e-4    -9.4565      -9.4557      -9.6347      2.7602e-4    
6.8056e-4    -9.3950      -9.3943      -9.6329      2.7515e-4    
6.8085e-4    -9.3304      -9.3297      -9.6309      2.7683e-4    
6.8114e-4    -9.2626      -9.2619      -9.6286      2.8051e-4    
6.8144e-4    -9.1917      -9.1910      -9.6261      2.8552e-4    
6.8180e-4    -9.0987      -9.0980      -9.6225      2.9324e-4    
6.8217e-4    -9.0008      -9.0001      -9.6185      3.0190e-4    
6.8254e-4    -8.8982      -8.8975      -9.6141      3.1131e-4    
6.8290e-4    -8.7909      -8.7902      -9.6092      3.2100e-4    
6.8327e-4    -8.6790      -8.6783      -9.6039      3.3098e-4    
6.8363e-4    -8.5624      -8.5617      -9.5981      3.4092e-4    
6.8386e-4    -8.4873      -8.4866      -9.5942      3.4717e-4    
6.8409e-4    -8.4103      -8.4097      -9.5901      3.5337e-4    
6.8455e-4    -8.2513      -8.2507      -9.5814      3.6571e-4    
6.8501e-4    -8.0855      -8.0848      -9.5718      3.7765e-4    
6.8547e-4    -7.9130      -7.9123      -9.5614      3.8943e-4    
6.8592e-4    -7.7339      -7.7333      -9.5501      4.0073e-4    
6.8638e-4    -7.5485      -7.5478      -9.5379      4.1180e-4    
6.8684e-4    -7.3568      -7.3562      -9.5248      4.2235e-4    
6.8730e-4    -7.1590      -7.1584      -9.5107      4.3262e-4    
6.8758e-4    -7.0324      -7.0318      -9.5015      4.3866e-4    
6.8787e-4    -6.9035      -6.9029      -9.4919      4.4480e-4    
6.8815e-4    -6.7723      -6.7717      -9.4819      4.5050e-4    
6.8844e-4    -6.6390      -6.6384      -9.4715      4.5630e-4    
6.8873e-4    -6.5036      -6.5030      -9.4607      4.6167e-4    
6.8901e-4    -6.3660      -6.3654      -9.4495      4.6711e-4    
6.8958e-4    -6.0848      -6.0842      -9.4260      4.7723e-4    
6.9016e-4    -5.7957      -5.7951      -9.4008      4.8658e-4    
6.9073e-4    -5.4991      -5.4985      -9.3740      4.9527e-4    
6.9130e-4    -5.1954      -5.1949      -9.3455      5.0315e-4    
6.9187e-4    -4.8850      -4.8845      -9.3154      5.1035e-4    
6.9244e-4    -4.5682      -4.5678      -9.2835      5.1672e-4    
6.9302e-4    -4.2456      -4.2452      -9.2499      5.2240e-4    
6.9359e-4    -3.9175      -3.9171      -9.2146      5.2723e-4    
6.9416e-4    -3.5844      -3.5839      -9.1775      5.3135e-4    
6.9473e-4    -3.2466      -3.2461      -9.1387      5.3462e-4    
6.9509e-4    -3.0333      -3.0329      -9.1135      5.3618e-4    
6.9545e-4    -2.8185      -2.8181      -9.0877      5.3766e-4    
6.9581e-4    -2.6022      -2.6019      -9.0611      5.3859e-4    
6.9616e-4    -2.3847      -2.3843      -9.0339      5.3945e-4    
6.9652e-4    -2.1659      -2.1656      -9.0059      5.3977e-4    
6.9688e-4    -1.9461      -1.9458      -8.9773      5.3999e-4    
6.9759e-4    -1.5036      -1.5033      -8.9180      5.3946e-4    
6.9831e-4    -1.0580      -1.0577      -8.8560      5.3732e-4    
6.9902e-4    -0.6103      -0.6101      -8.7912      5.3434e-4    
6.9974e-4    -0.1614      -0.1612      -8.7237      5.2975e-4    
7.0045e-4    0.2877       0.2880       -8.6535      5.2434e-4    
7.0117e-4    0.7364       0.7366       -8.5807      5.1735e-4    
7.0188e-4    1.1836       1.1838       -8.5054      5.0954e-4    
7.0260e-4    1.6284       1.6285       -8.4274      5.0020e-4    
7.0331e-4    2.0699       2.0700       -8.3470      4.9007e-4    
7.0403e-4    2.5072       2.5073       -8.2642      4.7845e-4    
7.0474e-4    2.9395       2.9395       -8.1790      4.6608e-4    
7.0519e-4    3.2067       3.2067       -8.1246      4.5730e-4    
7.0564e-4    3.4713       3.4714       -8.0693      4.4891e-4    
7.0608e-4    3.7333       3.7333       -8.0132      4.3931e-4    
7.0653e-4    3.9923       3.9923       -7.9562      4.3010e-4    
7.0743e-4    4.5006       4.5006       -7.8398      4.0969e-4    
7.0832e-4    4.9948       4.9947       -7.7204      3.8772e-4    
7.0921e-4    5.4732       5.4731       -7.5980      3.6443e-4    
7.1011e-4    5.9344       5.9342       -7.4730      3.3969e-4    
7.1100e-4    6.3768       6.3766       -7.3455      3.1379e-4    
7.1189e-4    6.7991       6.7989       -7.2157      2.8658e-4    
7.1279e-4    7.2000       7.1998       -7.0839      2.5838e-4    
7.1368e-4    7.5782       7.5779       -6.9502      2.2905e-4    
7.1424e-4    7.8025       7.8022       -6.8659      2.1012e-4    
7.1536e-4    8.2220       8.2217       -6.6957      1.7220e-4    
7.1648e-4    8.6010       8.6007       -6.5238      1.3184e-4    
7.1759e-4    8.9377       8.9372       -6.3506      9.1878e-5    
7.1871e-4    9.2303       9.2298       -6.1768      4.9842e-5    
7.1983e-4    9.4774       9.4769       -6.0029      8.5832e-6    
7.2094e-4    9.6778       9.6773       -5.8293      -3.4313e-5   
7.2206e-4    9.8306       9.8300       -5.6566      -7.6033e-5   
7.2318e-4    9.9349       9.9343       -5.4853      -1.1894e-4   
7.2430e-4    9.9903       9.9897       -5.3160      -1.6028e-4   
7.2541e-4    9.9965       9.9958       -5.1491      -2.0237e-4   
7.2653e-4    9.9534       9.9527       -4.9852      -2.4248e-4   
7.2765e-4    9.8613       9.8606       -4.8248      -2.8292e-4   
7.2877e-4    9.7206       9.7198       -4.6684      -3.2099e-4   
7.2988e-4    9.5321       9.5312       -4.5164      -3.5898e-4   
7.3100e-4    9.2965       9.2957       -4.3693      -3.9424e-4   
7.3156e-4    9.1615       9.1606       -4.2977      -4.1189e-4   
7.3212e-4    9.0152       9.0143       -4.2274      -4.2845e-4   
7.3268e-4    8.8578       8.8569       -4.1586      -4.4518e-4   
7.3323e-4    8.6895       8.6886       -4.0913      -4.6079e-4   
7.3379e-4    8.5104       8.5095       -4.0255      -4.7651e-4   
7.3435e-4    8.3209       8.3200       -3.9613      -4.9110e-4   
7.3491e-4    8.1212       8.1202       -3.8987      -5.0575e-4   
7.3547e-4    7.9114       7.9104       -3.8377      -5.1925e-4   
7.3603e-4    7.6919       7.6909       -3.7784      -5.3275e-4   
7.3659e-4    7.4629       7.4619       -3.7209      -5.4508e-4   
7.3715e-4    7.2247       7.2237       -3.6652      -5.5737e-4   
7.3770e-4    6.9776       6.9766       -3.6112      -5.6847e-4   
7.3854e-4    6.5910       6.5899       -3.5337      -5.8482e-4   
7.3896e-4    6.3907       6.3897       -3.4966      -5.9140e-4   
7.3938e-4    6.1860       6.1850       -3.4605      -5.9922e-4   
7.3980e-4    5.9771       5.9760       -3.4254      -6.0506e-4   
7.4022e-4    5.7640       5.7629       -3.3915      -6.1207e-4   
7.4064e-4    5.5469       5.5458       -3.3587      -6.1717e-4   
7.4106e-4    5.3259       5.3249       -3.3270      -6.2336e-4   
