Time         Phi1         Phi2         Phi3         Phi4         
2.5549e-4    -3.3823      -3.3819      -2.9502      -0.0157      
2.5549e-4    -3.3871      -3.3867      -2.9529      -0.0169      
2.5550e-4    -3.3919      -3.3916      -2.9557      -0.0181      
2.5552e-4    -3.4015      -3.4012      -2.9618      -0.0205      
2.5553e-4    -3.4064      -3.4060      -2.9649      -0.0217      
2.5553e-4    -3.4094      -3.4090      -2.9669      -0.0224      
2.5554e-4    -3.4154      -3.4150      -2.9711      -0.0239      
2.5555e-4    -3.4214      -3.4210      -2.9753      -0.0253      
2.5556e-4    -3.4274      -3.4271      -2.9798      -0.0267      
2.5557e-4    -3.4334      -3.4331      -2.9843      -0.0281      
2.5559e-4    -3.4454      -3.4451      -2.9937      -0.0306      
2.5560e-4    -3.4515      -3.4511      -2.9985      -0.0317      
2.5562e-4    -3.4605      -3.4601      -3.0059      -0.0334      
2.5563e-4    -3.4650      -3.4646      -3.0097      -0.0341      
2.5564e-4    -3.4740      -3.4736      -3.0173      -0.0355      
2.5565e-4    -3.4796      -3.4792      -3.0222      -0.0363      
2.5567e-4    -3.4880      -3.4877      -3.0295      -0.0374      
2.5568e-4    -3.4965      -3.4961      -3.0370      -0.0384      
2.5570e-4    -3.5070      -3.5067      -3.0465      -0.0395      
2.5572e-4    -3.5175      -3.5172      -3.0561      -0.0403      
2.5574e-4    -3.5333      -3.5330      -3.0707      -0.0414      
2.5577e-4    -3.5491      -3.5488      -3.0855      -0.0421      
2.5580e-4    -3.5649      -3.5645      -3.1004      -0.0425      
2.5581e-4    -3.5747      -3.5744      -3.1099      -0.0426      
2.5585e-4    -3.5944      -3.5941      -3.1288      -0.0426      
2.5588e-4    -3.6141      -3.6138      -3.1480      -0.0423      
2.5591e-4    -3.6338      -3.6334      -3.1672      -0.0418      
2.5596e-4    -3.6583      -3.6580      -3.1913      -0.0409      
2.5600e-4    -3.6829      -3.6825      -3.2156      -0.0398      
2.5602e-4    -3.6982      -3.6978      -3.2308      -0.0390      
2.5608e-4    -3.7288      -3.7284      -3.2612      -0.0374      
2.5613e-4    -3.7594      -3.7590      -3.2917      -0.0356      
2.5619e-4    -3.7975      -3.7971      -3.3298      -0.0334      
2.5626e-4    -3.8356      -3.8352      -3.3679      -0.0312      
2.5634e-4    -3.8831      -3.8827      -3.4155      -0.0285      
2.5642e-4    -3.9305      -3.9301      -3.4630      -0.0260      
2.5653e-4    -3.9896      -3.9892      -3.5223      -0.0231      
2.5665e-4    -4.0633      -4.0629      -3.5962      -0.0198      
2.5681e-4    -4.1550      -4.1546      -3.6882      -0.0162      
2.5701e-4    -4.2691      -4.2686      -3.8026      -0.0126      
2.5732e-4    -4.4389      -4.4384      -3.9729      -0.0084      
2.5762e-4    -4.6071      -4.6066      -4.1415      -0.0055      
2.5792e-4    -4.7737      -4.7732      -4.3085      -0.0033      
2.5829e-4    -4.9795      -4.9790      -4.5147      -0.0015      
2.5867e-4    -5.1826      -5.1820      -4.7182      -2.9803e-4   
2.5923e-4    -5.4817      -5.4812      -5.0180      8.4409e-4    
2.5993e-4    -5.8460      -5.8454      -5.3831      0.0016       
2.6064e-4    -6.1989      -6.1982      -5.7368      0.0020       
2.6108e-4    -6.4133      -6.4126      -5.9518      0.0022       
2.6152e-4    -6.6228      -6.6221      -6.1620      0.0023       
2.6196e-4    -6.8273      -6.8266      -6.3671      0.0024       
2.6240e-4    -7.0265      -7.0258      -6.5670      0.0025       
2.6283e-4    -7.2204      -7.2197      -6.7617      0.0026       
2.6327e-4    -7.4088      -7.4080      -6.9508      0.0027       
2.6371e-4    -7.5915      -7.5907      -7.1344      0.0027       
2.6415e-4    -7.7684      -7.7676      -7.3122      0.0028       
2.6459e-4    -7.9394      -7.9386      -7.4841      0.0029       
2.6503e-4    -8.1044      -8.1035      -7.6500      0.0030       
2.6547e-4    -8.2631      -8.2623      -7.8098      0.0030       
2.6635e-4    -8.5616      -8.5607      -8.1105      0.0032       
2.6679e-4    -8.7011      -8.7002      -8.2512      0.0032       
2.6767e-4    -8.9600      -8.9591      -8.5129      0.0033       
2.6811e-4    -9.0792      -9.0783      -8.6336      0.0034       
2.6877e-4    -9.2451      -9.2442      -8.8019      0.0034       
2.6927e-4    -9.3591      -9.3582      -8.9180      0.0035       
2.6964e-4    -9.4387      -9.4377      -8.9992      0.0035       
2.7019e-4    -9.5484      -9.5474      -9.1116      0.0036       
2.7061e-4    -9.6230      -9.6221      -9.1885      0.0036       
2.7113e-4    -9.7070      -9.7060      -9.2755      0.0036       
2.7139e-4    -9.7451      -9.7441      -9.3153      0.0036       
2.7165e-4    -9.7805      -9.7796      -9.3526      0.0036       
2.7192e-4    -9.8134      -9.8124      -9.3874      0.0036       
2.7231e-4    -9.8577      -9.8567      -9.4349      0.0036       
2.7250e-4    -9.8776      -9.8766      -9.4565      0.0036       
2.7270e-4    -9.8960      -9.8951      -9.4768      0.0036       
2.7289e-4    -9.9129      -9.9120      -9.4957      0.0036       
2.7304e-4    -9.9247      -9.9237      -9.5090      0.0036       
2.7319e-4    -9.9355      -9.9346      -9.5215      0.0036       
2.7333e-4    -9.9456      -9.9446      -9.5333      0.0035       
2.7348e-4    -9.9547      -9.9538      -9.5443      0.0035       
2.7363e-4    -9.9631      -9.9621      -9.5546      0.0035       
2.7377e-4    -9.9706      -9.9696      -9.5642      0.0035       
2.7399e-4    -9.9802      -9.9793      -9.5772      0.0034       
2.7410e-4    -9.9843      -9.9834      -9.5831      0.0034       
2.7421e-4    -9.9879      -9.9870      -9.5887      0.0034       
2.7432e-4    -9.9911      -9.9901      -9.5938      0.0033       
2.7443e-4    -9.9938      -9.9928      -9.5986      0.0033       
2.7460e-4    -9.9969      -9.9959      -9.6052      0.0032       
2.7470e-4    -9.9983      -9.9973      -9.6089      0.0032       
2.7481e-4    -9.9992      -9.9983      -9.6123      0.0031       
2.7491e-4    -9.9998      -9.9989      -9.6154      0.0031       
2.7501e-4    -9.9999      -9.9990      -9.6183      0.0030       
2.7517e-4    -9.9994      -9.9984      -9.6222      0.0029       
2.7532e-4    -9.9978      -9.9969      -9.6255      0.0028       
2.7540e-4    -9.9967      -9.9958      -9.6269      0.0027       
2.7548e-4    -9.9954      -9.9944      -9.6283      0.0027       
2.7555e-4    -9.9938      -9.9928      -9.6295      0.0026       
2.7563e-4    -9.9919      -9.9910      -9.6307      0.0025       
2.7571e-4    -9.9899      -9.9890      -9.6317      0.0025       
2.7579e-4    -9.9876      -9.9867      -9.6327      0.0024       
2.7586e-4    -9.9850      -9.9841      -9.6335      0.0023       
2.7594e-4    -9.9823      -9.9813      -9.6343      0.0022       
2.7602e-4    -9.9793      -9.9783      -9.6351      0.0021       
2.7610e-4    -9.9760      -9.9751      -9.6357      0.0021       
2.7617e-4    -9.9725      -9.9716      -9.6363      0.0020       
2.7625e-4    -9.9688      -9.9679      -9.6368      0.0019       
2.7633e-4    -9.9649      -9.9640      -9.6373      0.0018       
2.7641e-4    -9.9607      -9.9598      -9.6378      0.0017       
2.7656e-4    -9.9516      -9.9507      -9.6385      0.0016       
2.7672e-4    -9.9416      -9.9407      -9.6392      0.0014       
2.7681e-4    -9.9349      -9.9339      -9.6395      0.0013       
2.7691e-4    -9.9277      -9.9268      -9.6398      0.0012       
2.7701e-4    -9.9203      -9.9194      -9.6401      0.0011       
2.7720e-4    -9.9042      -9.9033      -9.6405      0.0010       
2.7739e-4    -9.8867      -9.8858      -9.6408      8.7232e-4    
2.7754e-4    -9.8726      -9.8717      -9.6410      7.8219e-4    
2.7783e-4    -9.8420      -9.8411      -9.6411      6.3366e-4    
2.7812e-4    -9.8081      -9.8072      -9.6411      5.2249e-4    
2.7841e-4    -9.7709      -9.7700      -9.6409      4.4115e-4    
2.7863e-4    -9.7409      -9.7400      -9.6406      3.9562e-4    
2.7879e-4    -9.7172      -9.7163      -9.6403      3.6848e-4    
2.7891e-4    -9.6987      -9.6978      -9.6400      3.5139e-4    
2.7903e-4    -9.6797      -9.6788      -9.6397      3.3678e-4    
2.7913e-4    -9.6650      -9.6642      -9.6395      3.2724e-4    
2.7931e-4    -9.6348      -9.6339      -9.6389      3.1141e-4    
2.7940e-4    -9.6192      -9.6183      -9.6386      3.0490e-4    
2.7958e-4    -9.5870      -9.5861      -9.6379      2.9439e-4    
2.7977e-4    -9.5535      -9.5527      -9.6371      2.8663e-4    
2.8000e-4    -9.5099      -9.5091      -9.6360      2.8019e-4    
2.8023e-4    -9.4644      -9.4635      -9.6348      2.7657e-4    
2.8051e-4    -9.4046      -9.4038      -9.6331      2.7524e-4    
2.8080e-4    -9.3418      -9.3410      -9.6311      2.7649e-4    
2.8109e-4    -9.2760      -9.2751      -9.6289      2.7977e-4    
2.8138e-4    -9.2071      -9.2063      -9.6265      2.8441e-4    
2.8173e-4    -9.1168      -9.1160      -9.6231      2.9172e-4    
2.8209e-4    -9.0219      -9.0211      -9.6193      3.0003e-4    
2.8245e-4    -8.9224      -8.9216      -9.6150      3.0912e-4    
2.8281e-4    -8.8184      -8.8176      -9.6104      3.1853e-4    
2.8317e-4    -8.7099      -8.7091      -9.6053      3.2827e-4    
2.8339e-4    -8.6399      -8.6391      -9.6018      3.3431e-4    
2.8362e-4    -8.5681      -8.5673      -9.5982      3.4050e-4    
2.8384e-4    -8.4946      -8.4938      -9.5944      3.4654e-4    
2.8429e-4    -8.3426      -8.3418      -9.5863      3.5878e-4    
2.8474e-4    -8.1840      -8.1832      -9.5774      3.7057e-4    
2.8519e-4    -8.0189      -8.0182      -9.5677      3.8236e-4    
2.8563e-4    -7.8474      -7.8467      -9.5571      3.9358e-4    
2.8608e-4    -7.6698      -7.6690      -9.5457      4.0472e-4    
2.8653e-4    -7.4860      -7.4852      -9.5335      4.1525e-4    
2.8698e-4    -7.2962      -7.2955      -9.5204      4.2564e-4    
2.8726e-4    -7.1747      -7.1740      -9.5117      4.3168e-4    
2.8754e-4    -7.0510      -7.0503      -9.5027      4.3792e-4    
2.8782e-4    -6.9250      -6.9243      -9.4933      4.4366e-4    
2.8810e-4    -6.7970      -6.7963      -9.4836      4.4957e-4    
2.8838e-4    -6.6668      -6.6661      -9.4735      4.5500e-4    
2.8894e-4    -6.4002      -6.3996      -9.4522      4.6595e-4    
2.8950e-4    -6.1258      -6.1251      -9.4293      4.7564e-4    
2.9006e-4    -5.8437      -5.8431      -9.4049      4.8524e-4    
2.9062e-4    -5.5544      -5.5538      -9.3789      4.9356e-4    
2.9118e-4    -5.2582      -5.2576      -9.3514      5.0174e-4    
2.9174e-4    -4.9555      -4.9549      -9.3222      5.0864e-4    
2.9230e-4    -4.6466      -4.6460      -9.2914      5.1537e-4    
2.9286e-4    -4.3320      -4.3314      -9.2589      5.2081e-4    
2.9342e-4    -4.0120      -4.0114      -9.2248      5.2606e-4    
2.9399e-4    -3.6870      -3.6865      -9.1889      5.3003e-4    
2.9434e-4    -3.4816      -3.4810      -9.1657      5.3242e-4    
2.9469e-4    -3.2744      -3.2739      -9.1418      5.3428e-4    
2.9504e-4    -3.0657      -3.0652      -9.1172      5.3607e-4    
2.9539e-4    -2.8555      -2.8550      -9.0920      5.3734e-4    
2.9574e-4    -2.6439      -2.6434      -9.0661      5.3853e-4    
2.9609e-4    -2.4310      -2.4306      -9.0396      5.3921e-4    
2.9679e-4    -2.0018      -2.0014      -8.9845      5.4024e-4    
2.9749e-4    -1.5688      -1.5684      -8.9268      5.3932e-4    
2.9819e-4    -1.1327      -1.1323      -8.8664      5.3799e-4    
2.9889e-4    -0.6944      -0.6941      -8.8034      5.3473e-4    
2.9959e-4    -0.2548      -0.2545      -8.7378      5.3104e-4    
3.0029e-4    0.1853       0.1855       -8.6696      5.2544e-4    
3.0099e-4    0.6250       0.6253       -8.5989      5.1942e-4    
3.0169e-4    1.0636       1.0638       -8.5257      5.1153e-4    
3.0239e-4    1.5001       1.5003       -8.4501      5.0323e-4    
3.0309e-4    1.9337       1.9338       -8.3720      4.9311e-4    
3.0379e-4    2.3635       2.3637       -8.2916      4.8260e-4    
3.0423e-4    2.6299       2.6300       -8.2402      4.7471e-4    
3.0467e-4    2.8943       2.8944       -8.1879      4.6755e-4    
3.0511e-4    3.1565       3.1566       -8.1348      4.5886e-4    
3.0554e-4    3.4163       3.4164       -8.0808      4.5086e-4    
3.0642e-4    3.9280       3.9280       -7.9703      4.3244e-4    
3.0730e-4    4.4277       4.4278       -7.8568      4.1273e-4    
3.0817e-4    4.9141       4.9141       -7.7402      3.9140e-4    
3.0905e-4    5.3856       5.3856       -7.6208      3.6888e-4    
3.0992e-4    5.8408       5.8407       -7.4988      3.4485e-4    
3.1080e-4    6.2784       6.2782       -7.3744      3.1978e-4    
3.1167e-4    6.6969       6.6967       -7.2478      2.9335e-4    
3.1255e-4    7.0952       7.0949       -7.1191      2.6604e-4    
3.1310e-4    7.3333       7.3330       -7.0378      2.4807e-4    
3.1419e-4    7.7831       7.7828       -6.8732      2.1247e-4    
3.1529e-4    8.1962       8.1959       -6.7066      1.7393e-4    
3.1638e-4    8.5705       8.5702       -6.5383      1.3598e-4    
3.1748e-4    8.9043       8.9039       -6.3687      9.5428e-5    
3.1857e-4    9.1961       9.1956       -6.1985      5.5795e-5    
3.1966e-4    9.4443       9.4437       -6.0281      1.3972e-5    
3.2076e-4    9.6478       9.6473       -5.8579      -2.6563e-5   
3.2185e-4    9.8058       9.8052       -5.6885      -6.8870e-5   
3.2295e-4    9.9174       9.9167       -5.5204      -1.0951e-4   
3.2404e-4    9.9821       9.9814       -5.3541      -1.5151e-4   
3.2514e-4    9.9996       9.9988       -5.1900      -1.9147e-4   
3.2623e-4    9.9698       9.9690       -5.0287      -2.3237e-4   
3.2733e-4    9.8928       9.8920       -4.8705      -2.7086e-4   
3.2842e-4    9.7691       9.7683       -4.7161      -3.0989e-4   
3.2952e-4    9.5992       9.5983       -4.5657      -3.4617e-4   
3.3061e-4    9.3840       9.3830       -4.4199      -3.8259e-4   
3.3170e-4    9.1243       9.1233       -4.2791      -4.1594e-4   
3.3225e-4    8.9782       8.9772       -4.2106      -4.3282e-4   
3.3280e-4    8.8215       8.8205       -4.1435      -4.4835e-4   
3.3335e-4    8.6544       8.6534       -4.0779      -4.6429e-4   
3.3389e-4    8.4770       8.4760       -4.0137      -4.7887e-4   
3.3444e-4    8.2896       8.2886       -3.9511      -4.9380e-4   
3.3499e-4    8.0924       8.0914       -3.8900      -5.0736e-4   
3.3554e-4    7.8857       7.8846       -3.8305      -5.2121e-4   
3.3608e-4    7.6696       7.6685       -3.7726      -5.3368e-4   
3.3663e-4    7.4444       7.4433       -3.7164      -5.4639e-4   
3.3718e-4    7.2105       7.2094       -3.6619      -5.5771e-4   
3.3773e-4    6.9680       6.9669       -3.6091      -5.6923e-4   
3.3827e-4    6.7173       6.7161       -3.5581      -5.7935e-4   
3.3909e-4    6.3264       6.3253       -3.4849      -5.9451e-4   
3.3991e-4    5.9187       5.9175       -3.4159      -6.0703e-4   
3.4032e-4    5.7088       5.7077       -3.3830      -6.1332e-4   
3.4074e-4    5.4952       5.4941       -3.3511      -6.1871e-4   
3.4115e-4    5.2779       5.2768       -3.3202      -6.2423e-4   
3.4156e-4    5.0571       5.0560       -3.2905      -6.2886e-4   
3.4197e-4    4.8330       4.8318       -3.2618      -6.3359e-4   
3.4238e-4    4.6056       4.6044       -3.2342      -6.3745e-4   
3.4279e-4    4.3752       4.3740       -3.2077      -6.4138e-4   
3.4320e-4    4.1418       4.1407       -3.1823      -6.4446e-4   
3.4361e-4    3.9057       3.9046       -3.1580      -6.4760e-4   
3.4402e-4    3.6671       3.6659       -3.1348      -6.4989e-4   
3.4443e-4    3.4259       3.4247       -3.1126      -6.5221e-4   
3.4484e-4    3.1825       3.1813       -3.0916      -6.5370e-4   
3.4525e-4    2.9370       2.9358       -3.0717      -6.5521e-4   
3.4566e-4    2.6895       2.6883       -3.0530      -6.5590e-4   
3.4607e-4    2.4402       2.4390       -3.0353      -6.5659e-4   
3.4669e-4    2.0633       2.0621       -3.0108      -6.5651e-4   
3.4730e-4    1.6833       1.6821       -2.9889      -6.5559e-4   
3.4761e-4    1.4924       1.4911       -2.9788      -6.5454e-4   
3.4792e-4    1.3008       1.2996       -2.9694      -6.5375e-4   
3.4823e-4    1.1088       1.1076       -2.9606      -6.5225e-4   
3.4853e-4    0.9164       0.9152       -2.9524      -6.5099e-4   
3.4884e-4    0.7236       0.7224       -2.9448      -6.4904e-4   
3.4915e-4    0.5305       0.5293       -2.9378      -6.4732e-4   
3.4946e-4    0.3373       0.3361       -2.9314      -6.4492e-4   
3.4977e-4    0.1439       0.1427       -2.9256      -6.4274e-4   
3.5007e-4    -0.0494      -0.0506      -2.9205      -6.3991e-4   
3.5038e-4    -0.2428      -0.2440      -2.9159      -6.3726e-4   
3.5069e-4    -0.4361      -0.4373      -2.9119      -6.3400e-4   
3.5100e-4    -0.6293      -0.6305      -2.9085      -6.3090e-4   
3.5146e-4    -0.9185      -0.9197      -2.9046      -6.2545e-4   
3.5169e-4    -1.0629      -1.0641      -2.9031      -6.2256e-4   
3.5192e-4    -1.2070      -1.2082      -2.9019      -6.1962e-4   
3.5215e-4    -1.3509      -1.3521      -2.9010      -6.1648e-4   
3.5238e-4    -1.4945      -1.4957      -2.9005      -6.1330e-4   
3.5261e-4    -1.6378      -1.6390      -2.9003      -6.0992e-4   
3.5284e-4    -1.7807      -1.7819      -2.9004      -6.0649e-4   
3.5308e-4    -1.9233      -1.9245      -2.9008      -6.0288e-4   
3.5331e-4    -2.0655      -2.0666      -2.9015      -5.9922e-4   
3.5348e-4    -2.1718      -2.1730      -2.9023      -5.9632e-4   
3.5365e-4    -2.2779      -2.2791      -2.9032      -5.9345e-4   
3.5383e-4    -2.3837      -2.3849      -2.9043      -5.9043e-4   
3.5400e-4    -2.4892      -2.4904      -2.9056      -5.8742e-4   
3.5417e-4    -2.5944      -2.5956      -2.9070      -5.8427e-4   
3.5430e-4    -2.6732      -2.6743      -2.9082      -5.8193e-4   
3.5443e-4    -2.7517      -2.7529      -2.9095      -5.7949e-4   
3.5469e-4    -2.9082      -2.9094      -2.9124      -5.7462e-4   
3.5479e-4    -2.9667      -2.9679      -2.9136      -5.7265e-4   
3.5494e-4    -3.0543      -3.0554      -2.9154      -5.7011e-4   
3.5504e-4    -3.1198      -3.1209      -2.9169      -5.7035e-4   
3.5510e-4    -3.1525      -3.1536      -2.9176      -5.7565e-4   
3.5515e-4    -3.1851      -3.1863      -2.9185      -5.9675e-4   
3.5519e-4    -3.2055      -3.2067      -2.9190      -6.3003e-4   
3.5521e-4    -3.2208      -3.2219      -2.9194      -6.7967e-4   
3.5523e-4    -3.2322      -3.2334      -2.9198      -7.3902e-4   
3.5525e-4    -3.2437      -3.2449      -2.9202      -8.3229e-4   
3.5526e-4    -3.2508      -3.2520      -2.9205      -9.0860e-4   
3.5528e-4    -3.2580      -3.2592      -2.9209      -0.0010      
3.5529e-4    -3.2687      -3.2699      -2.9215      -0.0012      
3.5531e-4    -3.2754      -3.2766      -2.9219      -0.0014      
3.5532e-4    -3.2821      -3.2833      -2.9224      -0.0016      
3.5533e-4    -3.2888      -3.2900      -2.9230      -0.0019      
3.5534e-4    -3.2955      -3.2967      -2.9237      -0.0022      
3.5535e-4    -3.3039      -3.3051      -2.9248      -0.0028      
3.5537e-4    -3.3123      -3.3134      -2.9261      -0.0034      
3.5538e-4    -3.3175      -3.3186      -2.9270      -0.0039      
3.5539e-4    -3.3227      -3.3239      -2.9281      -0.0045      
3.5539e-4    -3.3279      -3.3291      -2.9292      -0.0052      
3.5540e-4    -3.3318      -3.3330      -2.9302      -0.0057      
3.5541e-4    -3.3358      -3.3369      -2.9313      -0.0063      
3.5542e-4    -3.3416      -3.3428      -2.9331      -0.0073      
3.5544e-4    -3.3534      -3.3545      -2.9373      -0.0095      
3.5545e-4    -3.3578      -3.3590      -2.9390      -0.0104      
3.5545e-4    -3.3605      -3.3617      -2.9402      -0.0110      
3.5545e-4    -3.3626      -3.3638      -2.9411      -0.0114      
3.5546e-4    -3.3667      -3.3679      -2.9430      -0.0124      
3.5547e-4    -3.3709      -3.3720      -2.9450      -0.0133      
3.5547e-4    -3.3750      -3.3761      -2.9470      -0.0143      
3.5549e-4    -3.3832      -3.3844      -2.9515      -0.0163      
3.5550e-4    -3.3884      -3.3896      -2.9545      -0.0176      
3.5551e-4    -3.3935      -3.3947      -2.9576      -0.0189      
3.5551e-4    -3.3987      -3.3999      -2.9608      -0.0202      
3.5552e-4    -3.4038      -3.4050      -2.9642      -0.0215      
3.5554e-4    -3.4141      -3.4153      -2.9712      -0.0240      
3.5555e-4    -3.4180      -3.4192      -2.9739      -0.0249      
3.5555e-4    -3.4209      -3.4221      -2.9760      -0.0256      
3.5556e-4    -3.4267      -3.4279      -2.9803      -0.0269      
3.5557e-4    -3.4325      -3.4336      -2.9847      -0.0282      
3.5558e-4    -3.4383      -3.4394      -2.9892      -0.0294      
3.5560e-4    -3.4498      -3.4510      -2.9984      -0.0318      
3.5561e-4    -3.4556      -3.4568      -3.0031      -0.0328      
3.5563e-4    -3.4643      -3.4655      -3.0103      -0.0343      
3.5563e-4    -3.4697      -3.4709      -3.0149      -0.0351      
3.5565e-4    -3.4778      -3.4790      -3.0219      -0.0363      
3.5566e-4    -3.4860      -3.4871      -3.0290      -0.0374      
3.5568e-4    -3.4961      -3.4973      -3.0380      -0.0386      
3.5570e-4    -3.5063      -3.5074      -3.0472      -0.0396      
3.5572e-4    -3.5215      -3.5226      -3.0611      -0.0408      
3.5575e-4    -3.5367      -3.5378      -3.0752      -0.0416      
3.5577e-4    -3.5519      -3.5530      -3.0895      -0.0422      
3.5579e-4    -3.5614      -3.5625      -3.0985      -0.0424      
3.5582e-4    -3.5804      -3.5815      -3.1167      -0.0426      
3.5586e-4    -3.5993      -3.6004      -3.1350      -0.0425      
3.5589e-4    -3.6183      -3.6194      -3.1534      -0.0422      
3.5593e-4    -3.6419      -3.6430      -3.1766      -0.0415      
3.5597e-4    -3.6655      -3.6667      -3.1999      -0.0405      
3.5601e-4    -3.6892      -3.6903      -3.2233      -0.0394      
3.5606e-4    -3.7186      -3.7198      -3.2526      -0.0378      
3.5611e-4    -3.7481      -3.7492      -3.2819      -0.0362      
3.5617e-4    -3.7848      -3.7859      -3.3186      -0.0341      
3.5624e-4    -3.8215      -3.8226      -3.3553      -0.0319      
3.5631e-4    -3.8673      -3.8684      -3.4012      -0.0293      
3.5639e-4    -3.9130      -3.9141      -3.4470      -0.0268      
3.5649e-4    -3.9700      -3.9711      -3.5041      -0.0239      
3.5662e-4    -4.0410      -4.0420      -3.5753      -0.0207      
3.5677e-4    -4.1294      -4.1304      -3.6640      -0.0171      
3.5696e-4    -4.2393      -4.2404      -3.7743      -0.0134      
3.5725e-4    -4.4031      -4.4041      -3.9385      -0.0092      
3.5754e-4    -4.5654      -4.5664      -4.1012      -0.0061      
3.5783e-4    -4.7262      -4.7272      -4.2624      -0.0038      
3.5819e-4    -4.9250      -4.9260      -4.4616      -0.0019      
3.5855e-4    -5.1213      -5.1223      -4.6583      -6.1302e-4   
3.5909e-4    -5.4108      -5.4117      -4.9483      6.3282e-4    
3.5964e-4    -5.6939      -5.6948      -5.2321      0.0013       
3.6031e-4    -6.0386      -6.0394      -5.5776      0.0018       
3.6082e-4    -6.2899      -6.2907      -5.8296      0.0021       
3.6133e-4    -6.5348      -6.5356      -6.0752      0.0022       
3.6209e-4    -6.8897      -6.8904      -6.4311      0.0024       
3.6285e-4    -7.2287      -7.2294      -6.7714      0.0026       
3.6362e-4    -7.5512      -7.5518      -7.0952      0.0027       
3.6438e-4    -7.8563      -7.8569      -7.4019      0.0029       
3.6514e-4    -8.1434      -8.1440      -7.6907      0.0030       
3.6590e-4    -8.4119      -8.4124      -7.9610      0.0031       
3.6666e-4    -8.6611      -8.6616      -8.2122      0.0032       
3.6714e-4    -8.8068      -8.8072      -8.3593      0.0033       
3.6809e-4    -9.0744      -9.0748      -8.6300      0.0034       
3.6857e-4    -9.1961      -9.1964      -8.7534      0.0034       
3.6928e-4    -9.3631      -9.3634      -8.9233      0.0035       
3.6973e-4    -9.4579      -9.4582      -9.0201      0.0035       
3.7007e-4    -9.5242      -9.5244      -9.0880      0.0035       
3.7040e-4    -9.5862      -9.5865      -9.1517      0.0036       
3.7074e-4    -9.6440      -9.6442      -9.2113      0.0036       
3.7115e-4    -9.7102      -9.7104      -9.2801      0.0036       
3.7147e-4    -9.7554      -9.7557      -9.3274      0.0036       
3.7170e-4    -9.7869      -9.7871      -9.3605      0.0036       
3.7194e-4    -9.8162      -9.8164      -9.3916      0.0036       
3.7229e-4    -9.8561      -9.8563      -9.4344      0.0036       
3.7251e-4    -9.8786      -9.8788      -9.4588      0.0036       
3.7268e-4    -9.8942      -9.8944      -9.4760      0.0036       
3.7284e-4    -9.9088      -9.9090      -9.4922      0.0036       
3.7301e-4    -9.9223      -9.9225      -9.5074      0.0036       
3.7318e-4    -9.9347      -9.9349      -9.5216      0.0036       
3.7342e-4    -9.9513      -9.9514      -9.5412      0.0035       
3.7367e-4    -9.9654      -9.9656      -9.5587      0.0035       
3.7380e-4    -9.9716      -9.9718      -9.5666      0.0035       
3.7392e-4    -9.9772      -9.9773      -9.5741      0.0034       
3.7404e-4    -9.9821      -9.9823      -9.5810      0.0034       
3.7417e-4    -9.9865      -9.9866      -9.5875      0.0034       
3.7436e-4    -9.9919      -9.9920      -9.5963      0.0033       
3.7454e-4    -9.9959      -9.9960      -9.6041      0.0032       
3.7463e-4    -9.9974      -9.9975      -9.6076      0.0032       
3.7473e-4    -9.9985      -9.9987      -9.6108      0.0032       
3.7482e-4    -9.9994      -9.9995      -9.6139      0.0031       
3.7491e-4    -9.9998      -10.000      -9.6167      0.0031       
3.7505e-4    -9.9999      -10.000      -9.6205      0.0030       
3.7514e-4    -9.9995      -9.9997      -9.6226      0.0029       
3.7523e-4    -9.9989      -9.9990      -9.6246      0.0029       
3.7532e-4    -9.9979      -9.9981      -9.6264      0.0028       
3.7540e-4    -9.9967      -9.9968      -9.6281      0.0027       
3.7549e-4    -9.9951      -9.9952      -9.6296      0.0027       
3.7558e-4    -9.9933      -9.9934      -9.6310      0.0026       
3.7566e-4    -9.9911      -9.9912      -9.6322      0.0025       
3.7575e-4    -9.9886      -9.9888      -9.6333      0.0024       
3.7584e-4    -9.9859      -9.9860      -9.6344      0.0023       
3.7593e-4    -9.9828      -9.9829      -9.6353      0.0022       
3.7601e-4    -9.9795      -9.9796      -9.6361      0.0021       
3.7610e-4    -9.9758      -9.9759      -9.6368      0.0021       
3.7619e-4    -9.9718      -9.9719      -9.6375      0.0020       
3.7628e-4    -9.9676      -9.9677      -9.6381      0.0019       
3.7636e-4    -9.9630      -9.9631      -9.6386      0.0018       
3.7645e-4    -9.9582      -9.9583      -9.6391      0.0017       
3.7654e-4    -9.9530      -9.9531      -9.6395      0.0016       
3.7663e-4    -9.9475      -9.9476      -9.6399      0.0015       
3.7671e-4    -9.9418      -9.9419      -9.6402      0.0014       
3.7680e-4    -9.9357      -9.9358      -9.6405      0.0013       
3.7697e-4    -9.9227      -9.9228      -9.6411      0.0011       
3.7715e-4    -9.9085      -9.9086      -9.6415      0.0010       
3.7737e-4    -9.8891      -9.8891      -9.6418      8.8804e-4    
3.7759e-4    -9.8678      -9.8678      -9.6421      7.5405e-4    
3.7786e-4    -9.8385      -9.8386      -9.6422      6.1960e-4    
3.7820e-4    -9.7979      -9.7980      -9.6421      4.9641e-4    
3.7854e-4    -9.7528      -9.7529      -9.6418      4.1119e-4    
3.7871e-4    -9.7286      -9.7286      -9.6415      3.8026e-4    
3.7884e-4    -9.7097      -9.7097      -9.6412      3.6054e-4    
